福利,工作标签,城市,学历,工作年限,薪资,公司名称
"['电商', 'Selenium']",本科,北京,世纪美映影院技术服务（北京）有限公司,1-3年,8k-15k,"六险一金,带薪年假,免费观影,年底双薪"
"['Selenium', 'Jmeter', '脚本']",本科,深圳,深圳市钱海网络技术有限公司,3-5年,8k-12k,"周末双休,带薪年假,五险一金,国内旅游"
[],本科,北京,财新传媒有限公司,3-5年,10k-15k,"五险一金,补充医疗,交通补贴,餐费补贴"
['测试开发'],本科,广州,广州维胜信息技术有限公司,3-5年,10k-20k,"团队大牛多,年底多薪,福利齐全,学习成长"
[],本科,上海,欧立腾（北京）技术咨询有限公司上海分公司,1-3年,11k-14k,外企
"['游戏', '脚本', '功能测试', '性能测试']",本科,成都,深圳市致远优学教育科技有限公司,3-5年,8k-12k,"五险一金,周末双休,年终双薪"
['测试开发'],本科,北京,杭州品联科技有限公司,3-5年,10k-15k,"公司福利好,有晋升空间,工作环境好"
['Jmeter'],本科,青岛,上海塔莫信息科技有限公司,1-3年,8k-16k,参与国际知名手机开发
[],本科,北京,蔷薇控股股份有限公司,5-10年,30k-45k,"股东背景强,薪资优渥,技术大牛多,工作环境好"
工作标签,学历,城市,公司名称,工作年限,薪资,福利
['脚本'],本科,上海,武汉佰钧成技术有限责任公司,5-10年,25k-40k,"六险一金,弹性工作制,双休无加班,节假日福利"
[],本科,北京,北京世纪好未来教育科技有限公司,5-10年,40k-80k,"上市公司,升职空间大"
['Web测试'],本科,成都,郑州易宝软件科技有限公司,1-3年,8k-16k,"五险一金,周末双休,年底分红,节假日福利"
[],本科,上海,再惠（上海）网络科技有限公司,3-5年,15k-25k,绩效奖金；年终奖金；免费餐饮；硅谷文化
['脚本'],本科,北京,北京夜神数娱科技有限公司,1-3年,10k-20k,"导师跟班,气氛活跃,境外旅游,福利多多"
[],本科,成都,成都宏盛天下科技有限公司,3-5年,7k-14k,"美女如云,周末双休,五险一金,年终奖"
[],本科,厦门,网宿科技股份有限公司北京分公司,应届毕业生,8k-15k,五险一金
[],本科,北京,北京品科技术有限公司,1-3年,9k-18k,五险一金股票期权带薪年假年底双薪领导好
[],大专,北京,瞻世趣科技发展（北京）有限公司,1-3年,8k-15k,"人性化管理,弹性工作制,提供饮品"
['信息安全'],大专,杭州,杭州韦恩网络技术有限公司,1-3年,8k-16k,"成长空间大,团队成员好,五险一金"
"['汽车', '性能测试', '功能测试', 'Android测试']",本科,广州,北京云族佳科技有限公司厦门分公司,3-5年,15k-20k,"福利好,弹性上班"
['电商'],大专,上海,上海哇咕信息科技有限公司,1-3年,10k-15k,老板nice扁平毫无阶级感 项目奖金多多
[],大专,南京,上海捷科智诚科技有限公司,5-10年,20k-30k,"带薪年假,五险一金,周末双休,加班补贴"
['脚本'],本科,北京,北京麒麟合盛科技有限公司,不限,10k-20k,"六险一金,带薪年假,住房补贴,独角兽"
['电商'],本科,北京,北京阳光公采科技有限公司,3-5年,10k-20k,"弹性时间,节假日福利,奖金,各种活动"
工作标签,学历,城市,公司名称,工作年限,薪资,福利
[],本科,南京,武汉佰钧成技术有限责任公司,3-5年,8k-16k,"六险一金,工作平台好,项目前景好,弹性工作制"
"['性能测试', '测试开发']",本科,北京,北京世纪好未来教育科技有限公司,3-5年,15k-30k,"大牛多,平台广,薪酬福利佳"
['产品测试'],大专,深圳,深圳市惠群商业数据技术有限公司,3-5年,10k-20k,"发展空间大,项目前沿,技术提升快"
[],本科,上海,北京艾提科信网络技术有限公司上海分公司,3-5年,8k-15k,"氛围轻松,弹性工作"
[],本科,北京,中云网安科技（北京）有限公司,5-10年,15k-30k,"AI最前线,股票期权,发展空间,全额福利"
"['功能测试', '测试开发']",本科,上海,携程计算机技术（上海）有限公司,3-5年,14k-18k,弹性工时
"['电商', '移动互联网', '测试开发']",本科,北京,北京科码先锋软件技术有限公司,5-10年,20k-30k,"五险一金,周末双休,弹性工作,年底双薪"
[],大专,北京,北京辰森世纪科技股份有限公司,5-10年,15k-30k,"阿里系,晋升空间大,福利待遇好,弹性工作"
"['医疗健康', '软件测试']",本科,上海,爱克发医疗系统设备(上海)有限公司,3-5年,18k-22k,"薪资诱惑,完善福利,弹性工作,市中心办公"
"['大数据', '脚本', '性能测试']",本科,上海,上海估家网络科技有限公司,3-5年,15k-20k,"下午茶点,餐补车补"
[],本科,北京,迪原创新（北京）科技有限公司南京分公司,3-5年,9k-12k,"敏捷项目,技术先进,氛围轻松,扁平管理"
[],大专,上海,唯存（上海）网络科技有限公司,3-5年,9k-15k,"高大上环境,独创项目,年度旅游,美女如云"
['脚本'],本科,杭州,信领达（杭州）软件有限公司,3-5年,9k-18k,"五险一金,下午茶,期权"
[],本科,北京,北京朗镜科技有限责任公司,3-5年,15k-20k,"扁平化管理,六险一金,领导好,定期体检"
['Jmeter'],大专,上海,上海青芽网络科技有限公司,5-10年,15k-25k,"大牛多,扁平管理,待遇高,美女如云"
工作标签,学历,城市,公司名称,工作年限,薪资,福利
"['金融', '脚本', '数据库']",大专,上海,武汉佰钧成技术有限责任公司,3-5年,12k-18k,"平台大,稳定,接口自动化,金融"
['脚本'],本科,北京,北京世纪好未来教育科技有限公司,5-10年,40k-60k,上市公司
"['电商', '功能测试', '性能测试', 'Loadrunner']",本科,上海,上海沃易智电子商务有限公司,应届毕业生,3k-6k,"弹性工作,技术大牛多,团队优秀,成长迅速"
['Android测试'],本科,北京,鼎力联合（北京）科技有限公司,3-5年,15k-30k,"高尖端,业界牛人,专业指导"
['Selenium'],大专,上海,上海瑞阙文化发展有限公司,5-10年,20k-40k,"五险一金,弹性工作,带薪病假,免费晚餐"
[],本科,成都,成都新潮传媒集团股份有限公司,5-10年,10k-20k,"五险一金,带薪休假,项目奖金,节日福利"
['直播'],本科,北京,北京多贝兄弟信息技术有限公司,1-3年,15k-30k,"六险一金,免费午餐,极客氛围,不打卡"
"['互联网金融', '测试开发']",本科,北京,北京捷越联合信息咨询有限公司,5-10年,17k-34k,"弹性工作,发展空间,六险一金"
"['脚本', 'Jmeter']",本科,天津,神州数码通用软件（北京）有限公司,3-5年,10k-18k,"双休,五险一金,加班少"
"['脚本', '性能测试', 'Jmeter']",大专,深圳,深圳恒合互联网络科技有限公司,3-5年,13k-18k,"上市公司,周末双休,带薪年假,年度旅游"
[],大专,广州,上海华钦信息科技股份有限公司,3-5年,15k-30k,"福利待遇好,工作环境好,技术先进,外资银行"
[],本科,北京,北京高思博乐教育科技股份有限公司,3-5年,18k-30k,"六险一金,弹性工时,互联网教育"
"['功能测试', '性能测试']",本科,深圳,北京瑞友科技股份有限公司,3-5年,10k-15k,"周末双休,五险一金,基本不加班,车补饭补"
"['证券/期货', '互联网金融']",大专,上海,上海海万信息科技股份有限公司,3-5年,10k-15k,"旅游,体检,过节费,年终奖"
['Selenium'],本科,上海,上海启日信息技术有限公司,5-10年,12k-20k,扁平管理
工作标签,学历,城市,公司名称,工作年限,薪资,福利
[],大专,上海,武汉佰钧成技术有限责任公司,3-5年,12k-24k,"稳定性好,薪资好,前景好,技术氛围好"
"['游戏', '脚本']",本科,深圳,北京瑞友科技股份有限公司,3-5年,10k-15k,"周末双休,车补饭补,五险一金,员工聚餐"
['证券/期货'],本科,深圳,印孚瑟斯技术（中国）有限公司,3-5年,8k-15k,朝九晚六周末双休nb
"['金融', '脚本']",本科,深圳,卫盈联信息技术（深圳）有限公司,5-10年,15k-30k,"团队牛,培训多,福利好,空间大"
['脚本'],本科,北京,北京翼辉信息技术有限公司,不限,8k-15k,"弹性工作,午餐补贴,交通补贴,团队活动"
[],本科,西安,西安里恩生命科学技术有限公司,1-3年,4k-8k,双休、项目奖金、节日福利
[],本科,北京,东华博雅软件股份有限公司,3-5年,12k-20k,双休
['白盒测试'],本科,南京,南京领添信息技术有限公司,1-3年,8k-16k,"行业巨头,带薪年假,涨薪灵活"
"['移动互联网', 'Web测试', '测试开发']",本科,北京,北京艾瑞思机器人技术有限公司,3-5年,15k-25k,"发展平台,公司行业,竞争力薪酬,福利多多"
"['游戏', '移动端', '功能测试', '游戏测试']",本科,成都,成都止观互娱科技有限公司,3-5年,10k-20k,"多次调薪,七险一金,交通补贴,团体健身卡"
['金融'],本科,上海,广发证券股份有限公司,3-5年,25k-45k,"季度奖,年终奖,环境好,牛人多"
"['移动互联网', '通信/网络设备']",本科,成都,西安麻花网络技术有限公司,不限,8k-15k,周末双休  五险一金  一年两次加薪机会
"['金融', '脚本']",本科,上海,上海鱼耀金融信息服务有限公司,1-3年,12k-22k,"公司福利好,年终奖丰厚,员工氛围好,企业文化好"
"['脚本', '测试开发']",本科,上海,北京喵斯拉网络科技有限公司,1-3年,10k-20k,"宅文化,福利好,交通便利"
['教育'],本科,北京,北京世纪好未来教育科技有限公司,5-10年,25k-40k,平台好
工作标签,学历,城市,公司名称,工作年限,薪资,福利
[],本科,武汉,武汉佰钧成技术有限责任公司,3-5年,8k-16k,"五险一金,带薪年假,弹性工时"
[],本科,北京,北京三快在线科技有限公司,不限,18k-35k,"领导棒,乐于培养,美女如云"
[],本科,北京,蔷薇信息技术有限公司,3-5年,15k-25k,"股东背景强,薪资优渥,技术大牛多,工作环境好"
[],本科,北京,北京搜狗科技发展有限公司,3-5年,20k-30k,业界测试牛人、浓厚技术氛围、部门核心业务
['Selenium'],本科,杭州,深圳市骏诚信息技术有限公司,1-3年,8k-15k,"美女多,待遇好,有加班费,年底双薪"
['脚本'],大专,北京,中建智云网络通信有限公司,1-3年,8k-15k,"弹性办公时,工作氛围好,福利待遇优,晋升空间广"
[],本科,上海,携程计算机技术（上海）有限公司,3-5年,20k-25k,"平台大,技术好,福利好,国际化"
"['互联网金融', '功能测试', '脚本']",本科,上海,上海聚泛信息科技有限公司,3-5年,15k-25k,"地铁近,氛围好,年终多,弹性上班"
"['脚本', '测试开发']",本科,西安,云景智维科技有限公司,3-5年,6k-12k,"待遇好,氛围好,工作灵活,学习新技术"
"['广告营销', '大数据']",本科,深圳,腾讯科技(深圳)有限公司,3-5年,15k-30k,薪资福利
['功能测试'],本科,成都,深圳市金证科技股份有限公司,3-5年,10k-15k,"金融,自动化,数据库,SQL"
[],本科,北京,叮当快药科技集团有限公司,1-3年,15k-30k,"五险一金,绩效奖金,餐补,节日福利"
['软件测试'],大专,武汉,星云海数字科技股份有限公司,1-3年,6k-12k,"自动化,测试,软件测试"
['Selenium'],本科,深圳,星辰天合（北京）数据科技有限公司,3-5年,15k-30k,"广阔空间,扁平创新,完美福利,人性化管理"
"['功能测试', '性能测试']",本科,广州,北京智蓝云信科技有限公司,3-5年,15k-25k,"五险一金,周末双休,不加班,员工福利"
工作标签,学历,城市,公司名称,工作年限,薪资,福利
[],本科,西安,武汉佰钧成技术有限责任公司,1-3年,7k-14k,"六险一金,周末双休,带薪年假,扁平管理"
['脚本'],本科,上海,上海证大喜马拉雅网络科技有限公司,1-3年,10k-15k,音频独角兽，技术大牛，发展平台，年终奖金
['互联网金融'],本科,上海,东方财富信息股份有限公司,3-5年,10k-20k,"年底双薪,节日福利,五险一金,定期体检"
"['Selenium', '脚本测试']",本科,深圳,珠海世平金融科技有限公司,5-10年,14k-22k,"免费班车,五险一金,双休加班少,年假多"
"['软件测试', '黑盒测试', 'Jmeter']",大专,成都,成都恒泰峰科技有限公司,1-3年,4k-8k,"社保公积金,免费员工餐,双休,工作环境好"
"['金融', '性能测试']",本科,杭州,浙江核新同花顺网络信息服务有限公司,应届毕业生,12k-18k,"大型平台,互联网金融,扁平管理,快速上升"
"['功能测试', '性能测试']",本科,北京,信美人寿相互保险社,1-3年,15k-25k,"扁平化管理,技能提升快,团队氛围好,领导好"
['金融'],本科,深圳,深圳市金证科技股份有限公司,3-5年,10k-15k,五险一金
[],本科,北京,首约科技（北京）有限公司,3-5年,20k-35k,"年底双薪,晋升空间大,工作氛围好"
['脚本'],本科,西安,上海中软华腾软件系统有限公司,3-5年,8k-12k,双休 五险一金 加班费 弹性工作制
[],大专,苏州,苏州玩友时代科技股份有限公司,不限,4k-8k,大牛
"['物流', '移动互联网', '测试开发', 'Server端测试', '脚本']",本科,成都,成都我来啦网格信息技术有限公司,3-5年,9k-13k,"五险一金,福利多多,交补餐补,周末双休"
"['新零售', '测试开发', 'Android测试', '移动端']",大专,深圳,深圳邦马特科技有限公司,3-5年,10k-15k,"团队氛围好,项目前景好,领导有意思"
"['移动互联网', 'Android测试', '脚本']",本科,北京,北京安云世纪科技有限公司,3-5年,15k-30k,"发展快,领导好"
['Web测试'],本科,深圳,深圳市骏诚信息技术有限公司,1-3年,8k-15k,"五天七小时,加班不多,有加班费"
工作标签,学历,城市,公司名称,工作年限,薪资,福利
[],不限,深圳,武汉佰钧成技术有限责任公司,5-10年,15k-25k,"待遇薪资好,团队氛围好,6险1金,5天8小时"
['脚本'],本科,广州,上海中软华腾软件系统有限公司,3-5年,12k-24k,"外企氛围,良晋升通道,薪资待遇好"
"['Web测试', '脚本']",本科,上海,上海泛微网络科技股份有限公司,1-3年,8k-15k,"五险一金,免费三餐,员工旅游,生日福利"
['脚本'],本科,北京,百融金融信息服务股份有限公司,3-5年,10k-20k,"五险一金,弹性工作,福利多多"
[],本科,上海,小黑鱼科技有限公司,3-5年,15K-25K,.&nbsp;
['Selenium'],大专,深圳,上海微创软件股份有限公司北京分公司,3-5年,9k-10k,"六险一金,免费班车,免费早餐,双休"
[],大专,深圳,深圳市环球易购电子商务有限公司,3-5年,12k-20k,A股上市
[],本科,北京,北京伟创迪安教育科技有限公司,3-5年,10k-20k,"领导好,年终奖,气氛好,双休"
[],大专,南京,苏州朗拓软件有限公司南京分公司,3-5年,10k-18k,奖金丰厚
[],本科,上海,深圳市金证科技股份有限公司,1-3年,9k-12k,"证券行业,上市公司"
[],本科,北京,用友网络科技股份有限公司,3-5年,16k-30k,上市企业
['脚本'],本科,西安,凯系通讯科技（上海）有限公司西安分公司,不限,8k-12k,"弹性工作,五险一金,十三薪,带薪年假"
['脚本测试'],本科,北京,北京三才科技有限公司,1-3年,9k-14k,弹性打卡
['移动端'],本科,北京,北大医疗信息技术有限公司,3-5年,8k-16k,"五险一金,商业保险,餐补,年终奖"
"['领导力', '测试管理', '创业']",本科,广州,深圳超桌网络科技有限公司,3-5年,12k-24k,股票期权
工作标签,学历,城市,公司名称,工作年限,薪资,福利
['脚本'],本科,深圳,武汉佰钧成技术有限责任公司,3-5年,10k-12k,项目稳定，发展空间大
[],本科,北京,北京高思博乐教育科技股份有限公司,应届毕业生,8k-16k,"五险一金,弹性工作"
[],本科,成都,哈曼智联科技（成都）有限公司,3-5年,5k-10k,"外资,福利好,平台"
['脚本'],本科,深圳,深圳市道通智能航空技术有限公司,3-5年,15k-30k,"平台广阔,年终奖金,技术牛人多,团建"
['Jmeter'],大专,深圳,广州维朗网络科技有限公司,3-5年,10k-20k,"周末双休,节日福利,带薪年假"
[],本科,广州,广州诺特软件开发有限公司,1-3年,6k-8k,"五险一金,餐位补贴,弹性上班,周末双休"
"['大数据', '脚本']",本科,杭州,北京通力互联技术服务有限公司,3-5年,15k-30k,"底薪+奖金,五险一金,带薪年假,生日礼品"
['性能测试'],本科,北京,芝麻开花网络科技(天津)有限公司,3-5年,8k-12k,"财税领域,智能互联,自动化"
['功能测试'],本科,深圳,深圳市博奥特科技有限公司,3-5年,10k-13k,"大型平台,APP测试"
[],本科,深圳,艾锐势科技（深圳）有限公司,1-3年,9k-15k,"自动化测试,团队氛围好,良发展机会"
[],不限,北京,贝壳金科控股有限公司,3-5年,20k-40k,"大平台,扁平化管理,晋升空间大,快速成长"
"['互联网金融', '脚本', '数据库']",本科,上海,上海聚泛信息科技有限公司,1-3年,12k-24k,"弹性上班,靠地铁,年终丰厚,氛围好"
['Selenium'],本科,深圳,深圳市骏诚信息技术有限公司,1-3年,8k-15k,"美女多,待遇好,有加班费,年底双薪"
"['性能测试', '测试开发']",本科,北京,达疆网络科技（上海）有限公司,3-5年,18k-30k,"新零售,五险一金,带薪年假,弹性工时"
['性能测试'],不限,北京,光合新知（北京）科技有限公司,1-3年,10k-20k,"年假15天,免费早午餐,五险一金,技术氛围好"
工作标签,学历,城市,公司名称,工作年限,薪资,福利
['脚本'],本科,深圳,武汉佰钧成技术有限责任公司,3-5年,8k-16k,"六险一金,工作平台好,项目前景好,收入可观"
"['脚本', '功能测试']",本科,杭州,浙江甲骨文超级码科技股份有限公司,3-5年,15k-20k,"晋升空间,五险一金,发挥空间大,调薪机会"
['脚本'],本科,北京,奇虎360科技有限公司,5-10年,30k-60k,"大平台,组团队,发展快"
"['移动端', '性能测试', 'Web测试']",本科,北京,信和惠民投资管理（北京）有限公司,3-5年,15k-30k,"五险一金,餐补,全勤奖,双休"
[],本科,北京,北京智能管家科技有限公司,3-5年,15k-25k,团队nice、产品优秀、弹性工作
['脚本'],本科,上海,郑州信大捷安信息技术股份有限公司,3-5年,10k-20k,"公司平台好,公司领导好"
"['电商', '脚本']",本科,深圳,深圳传音控股股份有限公司,3-5年,10k-15k,"领导大牛,年终奖金,绩效激励,年度旅游"
['脚本'],大专,成都,成都博智维讯信息技术股份有限公司,1-3年,8k-15k,福利多多
"['IOS测试', '测试开发']",大专,北京,北京快如科技有限公司,3-5年,15k-25k,"技术大牛,六险一金,福利超多,氛围好"
[],大专,上海,上海汇银（集团）有限公司,不限,15k-25k,"帅哥,美女,上升空间大"
[],本科,北京,蔷薇信息技术有限公司,5-10年,30k-45k,"股东背景强,薪资优渥,技术大牛多,工作环境好"
['金融'],本科,深圳,卫盈联信息技术（深圳）有限公司,3-5年,15k-25k,"独角兽企业,团队牛,培训多,假期长"
['脚本'],本科,上海,上海昊赏金融信息服务有限公司,1-3年,8k-15k,"领导好,福利多,免费零食,员工活动"
['银行'],本科,广州,广东日月潭电源科技有限公司,5-10年,13k-18k,"自动化测试,周末双休,六险二金"
[],本科,杭州,北京大成元方信息科技有限公司,3-5年,10k-20k,上升空间大，发展平台好
工作标签,学历,城市,公司名称,工作年限,薪资,福利
[],大专,深圳,武汉佰钧成技术有限责任公司,5-10年,10k-18k,"带薪年假,做五休二,六险一金,年度体检"
"['工具软件', '脚本']",本科,广州,深圳前海新心金融管理有限公司,不限,9k-18k,"五险一金,年终奖金,绩效奖金,专业培训"
"['金融', '脚本']",本科,广州,广发证券股份有限公司,3-5年,25k-45k,"季度奖,年终奖,牛人多,环境好"
"['移动互联网', '大数据', 'Web测试', '黑盒测试', '功能测试']",本科,成都,成都任我行软件股份有限公司,1-3年,6k-8k,"发展空间大,工作弹性,团队氛围好,福利好"
"['测试开发', '软件测试']",本科,深圳,深圳华锐金融技术股份有限公司,3-5年,15k-25k,"五险一金,股权激励,员工食堂,加班补贴"
[],本科,成都,上海易宝软件有限公司,应届毕业生,8k-16k,"弹性工作,五险一金,节假日福利,饭补"
['地图'],本科,西安,北京当当网信息技术有限公司,3-5年,10k-20k,"六险一金,年底双薪,绩效奖,氛围好"
"['移动互联网', 'Android测试']",本科,北京,奇虎360科技有限公司,3-5年,15k-25k,"大牛带,领导好,平台大"
['汽车'],本科,北京,拼途（北京）信息技术有限公司,1-3年,8k-15k,福利第一 老板好
[],本科,深圳,顺丰科技有限公司,5-10年,10k-20k,集团互联网企业 高薪
['功能测试'],本科,西安,活跃网络（成都）有限公司,5-10年,10k-13k,"美资,大平台,带薪假15,拒绝打卡"
['音乐'],本科,北京,小叶子（北京）科技有限公司,应届毕业生,3k-6k,"免费午晚餐,弹性工作制,交补"
['脚本'],本科,北京,北京瑞友科技股份有限公司,3-5年,10k-20k,"五险一金,带薪年假"
['脚本'],本科,上海,上海商米科技有限公司,3-5年,15k-25k,"技术大牛,技术氛围浓,扁平化管理,年假病假"
['软件开发'],不限,南京,北京地平线信息技术有限公司,不限,10k-20k,"明星公司,大牛团队,福利多多,弹性工时"
